,1,2,3,4,5,6,7,8,9,10
The Hopenotizer,"('NEW LIFE / POSSIBILITIES', 3)","('VULNERABILITY / listen to others', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Stigma Striker', 1)","('Self Esteem Elixir', 1)","('Rainbow Hunter', 1)","('Opportunity Oompher', 1)","('Missi-Un-Impossiblizer ', 1)","('Label Eraser', 1)"
The Indigna-Shunner ,"('Responsibility Rebooter', 1)","('CLOSET CONFESSOR / Inventory', 1)","('Anger Gangster', 1)","('ADMIT / accountability', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
The Irrita-shunner,"('Anger Gangster', 1)","('Aggravation Vacationer', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)","('Wellectricity Generator', 0)"
The Mindfulizer,"('WAIT AND SWITCH / Small steps', 2)","('Void Avoider', 2)","('THOUGHTS / aware & examine', 2)","('Soul Tuner', 2)","('Past #2', 2)","('Inner Winner', 2)","('Inner Freedom Forager', 2)","('Finish Line Forgetter', 2)","('Emotions Emancipator', 2)","('WAIT AND SWITCH / Progress', 1)"
The Momentumizer ,"('New Pattern Painter / confidence & awareness', 4)","(""Sobriety 101'r"", 3)","('Progress Painter', 3)","('Baby Step Embracer', 3)","('WAIT AND SWITCH / Small steps', 2)","('WAIT AND SWITCH / Progress', 2)","('Symbolic Stepper', 2)","('Wellectricity Generator', 1)","('Void Avoider', 1)","('Urge X’r', 1)"
The Nicebreaker,"('Kindness Karmifier', 1)","('Judgment Junker', 1)","('Judgment Jailer', 1)","('Compassion Weaver', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
The Procrastina-shunner,"('Lazy Zapper', 8)","('COMMITMENT knitter / laziness & effort', 4)","('Void Avoider', 2)","('Killer Kickstarter', 2)","('Distract-shunner', 2)","('WAIT AND SWITCH / Small steps', 1)","('VULNERABILITY / Radical self honesty', 1)","('The Momentumizer ', 1)","('The Dynamotivator', 1)","('THOUGHTS / positivity', 1)"
The Soulutionizer,"('WAIT AND SWITCH / Progress', 1)","('Trigger X’r', 1)","('The Wellifier ', 1)","('Stress Auditor', 1)","('Soul-ution Finder', 1)","('Placid Reflux', 1)","('Low Vibration Lifter', 1)","('Killer Kickstarter', 1)","('Craver Saver / Braver', 1)","('Behavior Savior', 1)"
The Successcalator,"('WAIT AND SWITCH / Small steps', 2)","('Values VIP’r', 2)","('Rainbow Hunter', 2)","('Progress Painter', 2)","('Abstainer Amazer', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('Trigger Trespasser', 1)","('Trigger Transformer', 1)","('The Momentumizer ', 1)"
The Wellectrifier,"('Negativity Ninja', 1)","('Insight Inseminator', 1)","('Inner Power Allower', 1)","('Inner Motor Motivator', 1)","('I-examiner - reactions & behavior', 1)","('Faith Flooder', 1)","('Dead End Deluder', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
The Wellifier ,"('Placid Reflux', 2)","('WAIT AND SWITCH / Emotions', 1)","('The Soulutionizer', 1)","('Stress Auditor', 1)","('Sober Selfie', 1)","('Ill Feelings Illuminator', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)"
Thought Auditor,"('Brain Unchainer', 3)","('Self awareness / confidence to admit', 2)","('Self Awareness Awakener', 2)","('Negativity Nuker', 2)","('Mentality Mender', 2)","('I-examiner - motivations', 2)","('Void Avoider', 1)","('VULNERABILITY / admit', 1)","('The Mindfulizer', 1)","('Self awareness / habits & behavior', 1)"
Thy Will Be Doner,"('Almighty Alchemizer', 8)","('God Grounder', 5)","('Problem Soul-ver', 2)","('Higher Power Invoker', 2)","('Faith Flooder', 2)","('Divine Designer', 2)","('Cosmic Ray Receiver', 2)","('VULNERABILITY / mistakes & learning', 1)","('VULNERABILITY / listen to others', 1)","('The Control-aholic', 1)"
Torment Terminator,"('Killer Kickstarter', 3)","('Dead End Defier ', 3)","('SELF HARM / Warnings', 2)","('NEW PATTERN PAINTER / motivations', 2)","('Grave Trigger', 2)","('Addiction AMF’r', 2)","('VULNERABILITY / listen to others', 1)","('Urge Purger', 1)","('The Debinger', 1)","('Temperance Tester', 1)"
Trigger Auditor,"('Reactions Auditor', 2)","('I-examiner - reactions & behavior', 2)","('Worthiness Whisperer', 1)","('VULNERABILITY / Radical self honesty', 1)","('Self awareness / habits & behavior', 1)","('Self awareness / confidence to admit', 1)","('Self Esteem Elixir', 1)","('Self Awareness Awakener', 1)","('SELF HARM / Warnings', 1)","('Problem Soul-ver', 1)"
Trigger SOS’r,"('SELF HARM ALARMER / avoid triggers', 3)","('Void Avoider', 2)","('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger Trespasser', 1)","('THOUGHTS / aware & examine', 1)","('Stress Auditor', 1)","('Self awareness / habits & behavior', 1)","('Self awareness / confidence to admit', 1)","('Self Harm Alarmer', 1)"
Trigger Transformer,"('New Pattern Painter / confidence & awareness', 3)","('Temperance Tester', 2)","('SELF HARM / Tools', 2)","('Inner Freedom Forager', 2)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('The Successcalator', 1)","('THOUGHTS / positivity', 1)","('Stress Striker', 1)","('Sobriety SOB’r', 1)"
Trigger Trespasser,"('SELF HARM ALARMER / avoid triggers', 4)","('VULNERABILITY / support from others', 2)","('Temperance Tester', 2)","('WAIT AND SWITCH / Emotions', 1)","('Void Avoider', 1)","('VULNERABILITY / reach out for help', 1)","('Trigger SOS’r', 1)","('The Successcalator', 1)","('The De-stress-calator', 1)","('The Blocksmither', 1)"
Trigger X’r,"(""Self Control 101'r"", 3)","('SELF HARM ALARMER / avoid triggers', 3)","('Abstainer Amazer', 2)","('VULNERABILITY / Radical self honesty', 1)","('The Soulutionizer', 1)","('The Dynamotivator', 1)","('The Debinger', 1)","('Soul-ution Finder', 1)","(""Sobriety 101'r"", 1)","('Self awareness / habits & behavior', 1)"
Triggers 101'r,"('WAIT AND SWITCH / Emotions', 1)","('VULNERABILITY / reach out for help', 1)","('Stress X’r', 1)","('Soul Controller', 1)","('Self awareness / confidence to admit', 1)","(""Self Control 101'r"", 1)","('Self Awareness Awakener', 1)","('Sabotage SOS’r', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Reactions Auditor', 1)"
Trouble Elixir,"('Problem Soul-ver', 1)","('Conflict Connoisseur', 1)","('Confidence Caffeinator', 1)","('Adversity Ninja', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Troubles TBH’r,"('Urge Purger', 1)","('Spiritual Conquest-ador', 1)","('Soul-vation ', 1)","('Sobriety SOS’r', 1)","(""Self Control 101'r"", 1)","('Reactions Auditor', 1)","('Problem SOS’r', 1)","('Problem Primer', 1)","('I-Can-ographer', 1)","('Excrement Expector', 1)"
Urge Auditor,"('WAIT AND SWITCH / Emotions', 2)","(""Self Control 101'r"", 2)","('Placid Reflux', 2)","('Compulsion KO’r', 2)","('VULNERABILITY / connections', 1)","('Soul Controller', 1)","('Self awareness / habits & behavior', 1)","('Self awareness / confidence to admit', 1)","('Self Awareness Awakener', 1)","('SELF HARM ALARMER / avoid triggers', 1)"
Urge Namerizer,"('SELF HARM / Self honesty & admit', 2)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / admit', 1)","('The Mindfulizer', 1)","('Self awareness / habits & behavior', 1)","('Sabotage SOS’r', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('Lapse Lessonizer', 1)","('Just One Justifier', 1)","('Inner Power Allower', 1)"
Urge Purger,"('The Debinger', 2)","('I-Can-ographer', 2)","('Compulsion KO’r', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / support from others', 1)","('Troubles TBH’r', 1)","('Torment Terminator', 1)","('The Deshamer', 1)","('Temperance Tester', 1)","('THOUGHTS / positivity', 1)"
Urge X’r,"('Compulsion KO’r', 2)","('The Momentumizer ', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('SELF HARM / Self honesty & admit', 1)","('Pattern Interrupter', 1)","('New Pattern Painter / grit & progress', 1)","('New Pattern Painter / confidence & awareness', 1)","('Mighty Motor Cranker', 1)","('Little Hint Listener', 1)","('Inner Winner', 1)"
VULNERABILITY / Radical self honesty,"('Deep Down Diver', 4)","('CLOSET CONFESSOR / Face truths', 3)","('Bitter Truth Taster', 3)","('The Debinger', 2)","('Self Awareness Awakener', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('SELF HARM / Warnings', 2)","('RAW SOUL REVEALER / emotions & urges', 2)","('Little Hint Listener', 2)","('Denial Denyer', 2)"
VULNERABILITY / admit,"('CLOSET CONFESSOR / Inventory', 4)","('CLOSET CONFESSOR / Admit addiction', 4)","('ADMIT / honesty', 4)","('Bitter Truth Taster', 3)","('ADMIT / True self & vulnerability', 3)","('Self Awareness Awakener', 2)","('SELF HARM / Self honesty & admit', 2)","('Responsibility 101’r', 2)","('Inner Forgiverizer', 2)","('Denial Denyer', 2)"
VULNERABILITY / connections,"('RELATIONSHIPS / Build connections & community', 4)","('NEW PATTERN PAINTER / support groups', 2)","('Worthy Soul’r', 1)","('Worthiness Whisperer', 1)","('Whole Soul Healer', 1)","('Urge Auditor', 1)","('The Blessifier', 1)","('The Benefisher', 1)","('Tender Feelings TBH’r', 1)","('Sobriety Soulmater', 1)"
VULNERABILITY / give and receive,"('Wellectricity Generator', 1)","('VULNERABILITY / reach out for help', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RELATIONSHIPS / Build connections & community', 1)","('NEW PATTERN PAINTER / share & learn', 1)","('Ego Excuser', 1)","('CLOSET CONFESSOR / Share & support', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)"
VULNERABILITY / listen to others,"('CLOSET CONFESSOR / Face truths', 3)","('RELATIONSHIPS / Healthy & supportive', 2)","('NEW PATTERN PAINTER / motivations', 2)","('NEW PATTERN PAINTER / admit & amends', 2)","('Delusion Detector', 2)","('CLOSET CONFESSOR / Share & support', 2)","('ADMIT / accountability', 2)","('WAIT AND SWITCH / Progress', 1)","('Values VIP’r', 1)","('Torment Terminator', 1)"
VULNERABILITY / mistakes & learning,"('CLOSET CONFESSOR / Inventory', 3)","('Blunder Blesser', 3)","('Bitter Truth Taster', 3)","('ADMIT / accountability', 3)","('SELF HARM ALARMER / avoid triggers', 2)","('Little Hint Listener', 2)","('Lapse Lessonizer', 2)","('Killer Kickstarter', 2)","('Insight Inseminator', 2)","('CLOSET CONFESSOR / Admit addiction', 2)"
VULNERABILITY / reach out for help,"('SELF HARM ALARMER / avoid triggers', 3)","('NEW PATTERN PAINTER / share & learn', 3)","('WAIT AND SWITCH / Progress', 2)","('The Control-aholic', 2)","('The Benefisher', 2)","('Sobriety SOS’r', 2)","('RELATIONSHIPS / Healthy & supportive', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Pride Puffer', 2)","('NEW PATTERN PAINTER / support groups', 2)"
VULNERABILITY / share challenges,"('NEW PATTERN PAINTER / support groups', 3)","('CLOSET CONFESSOR / Face truths', 2)","('ADMIT / honesty', 2)","('Worthy Soul’r', 1)","('The Empathologist', 1)","('Self awareness / habits & behavior', 1)","('Scary Stepper', 1)","('SELF HARM / Tools', 1)","('RELATIONSHIPS / Meetings & support', 1)","('RAW SOUL REVEALER / trust others', 1)"
VULNERABILITY / share emotions,"('Whole Soul Healer', 1)","('Tender Feelings TBH’r', 1)","('RAW SOUL REVEALER / trust others', 1)","('RAW SOUL REVEALER / emotions & urges', 1)","('NEW LIFE / POSSIBILITIES', 1)","('Inner Soul X-Rayer', 1)","('Feelings Felicitizer', 1)","('Feelings Fantasizer', 1)","('Emotions Engineer', 1)","('Emotions Elixir', 1)"
VULNERABILITY / share relapse ,"('CLOSET CONFESSOR / Share & support', 3)","('WAIT AND SWITCH / Small steps', 1)","('The Empathologist', 1)","('The Blessifier', 1)","('Shamenesia', 1)","('SELF HARM / Warnings', 1)","('RELATIONSHIPS / Meetings & support', 1)","('Metta Motivator', 1)","('Inner Forgiverizer', 1)","('Baby Step Embracer', 1)"
VULNERABILITY / share with god,"('God Grounder', 5)","('NEW PATTERN PAINTER / support groups', 2)","('Whole Soul Healer', 1)","('THOUGHTS / aware & examine', 1)","('Soul-vation ', 1)","('Soul Survivor', 1)","('Problem Primer', 1)","('Powerholic Healer', 1)","('Nerve Ninja', 1)","('Insight Inseminator', 1)"
VULNERABILITY / support from others,"('RELATIONSHIPS / Build connections & community', 4)","('CLOSET CONFESSOR / Share & support', 4)","('NEW PATTERN PAINTER / share & learn', 3)","('Metta Motivator', 3)","('WAIT AND SWITCH / Progress', 2)","('Trigger Trespasser', 2)","('The Empathologist', 2)","('Memory Rinser', 2)","('Ill Feelings Illuminator', 2)","('Hope Harvester', 2)"
Values VIP’r,"('WAIT AND SWITCH / Progress', 3)","('Sobriety Soulmater', 3)","('The Successcalator', 2)","('THOUGHTS / positivity', 2)","('Soul Proprietor', 2)","(""Sobriety 101'r"", 2)","('Self Worth Surfer', 2)","('Responsibility Rippler', 2)","('Mentality Mender', 2)","('Distraction Assassin', 2)"
Venom Vaporizer,"('The Defuriator', 3)","('Anger Gangster', 2)","('VULNERABILITY / mistakes & learning', 1)","('The Aggrava-shunner', 1)","('Tender Feelings TBH’r', 1)","('SELF HARM ALARMER / avoid triggers', 1)","('Relationship Redeemer', 1)","('Relationship Dedamager', 1)","('Qualm Quitter', 1)","('Pride Puffer', 1)"
Vexation Vacationer,"('Quarrel Quasher', 1)","('Indignation Ionizer ', 1)","('Conflict Evictor', 1)","('Anger X’r', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Victim Vaccinator,"('THOUGHTS / positivity', 1)","('THOUGHTS / aware & examine', 1)","('Self Esteem Elixir', 1)","('Pity Policer', 1)","('Negativity Ninja', 1)","('NEW PATTERN PAINTER / motivations', 1)","('Lack Hacker', 1)","('Inner Wealth Welcomer', 1)","('God Grounder', 1)","('CLOSET CONFESSOR / Share & support', 1)"
Victim Vanquisher,"('Blame Changer', 2)","('The Deblamer', 1)","('Temperance Tester', 1)","('Responsibility Rippler', 1)","('Responsibility Rebooter', 1)","('Problem Primer', 1)","('Opportunity Oompher', 1)","('Excrement Expector', 1)","('Challenge Ninja', 1)","('Adversity Avenger', 1)"
Victimhood Veto’r,"('Soul Controller', 1)","('Responsibility 101’r', 1)","('Inner Trash Trasher', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)","('Whole Soul Healer', 0)"
Void Avoider,"('Trigger SOS’r', 2)","('The Procrastina-shunner', 2)","('The Mindfulizer', 2)","('SELF HARM ALARMER / avoid triggers', 2)","('Mentality Mender', 2)","('Lazy Zapper', 2)","('Lapse Lessenizer', 2)","('I-examiner - reactions & behavior', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / Radical self honesty', 1)"
WAIT AND SWITCH / Emotions,"('Ill Feelings Illuminator', 4)","('Urge Auditor', 2)","('Temperance Tester', 2)","('Soul Tuner', 2)","('Soul Controller', 2)","('Inner Soul X-Rayer', 2)","('Inner I-Opener', 2)","('Emotions Engineer', 2)","(""Triggers 101'r"", 1)","('Trigger Trespasser', 1)"
WAIT AND SWITCH / Progress,"(""Sobriety 101'r"", 5)","('Values VIP’r', 3)","('VULNERABILITY / support from others', 2)","('VULNERABILITY / reach out for help', 2)","('The Momentumizer ', 2)","('Self awareness / habits & behavior', 2)","(""Self Control 101'r"", 2)","('Progress Painter', 2)","('New Pattern Painter / grit & progress', 2)","('New Pattern Painter / confidence & awareness', 2)"
WAIT AND SWITCH / Small steps,"('Baby Step Embracer', 9)","('Symbolic Stepper', 4)","('Progress Pollinator', 4)","(""Sobriety 101'r"", 3)","('Progress Painter', 3)","('The Successcalator', 2)","('The Momentumizer ', 2)","('The Mindfulizer', 2)","('Sober Milestoner', 2)","(""Self Control 101'r"", 2)"
Wellectricity Generator,"('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / reach out for help', 1)","('VULNERABILITY / give and receive', 1)","('The Momentumizer ', 1)","('THOUGHTS / positivity', 1)","('Spiritual Conquest-ador', 1)","('Self Esteem Elixir', 1)","('Rainbow Hunter', 1)","('RELATIONSHIPS / Build connections & community', 1)","('RAW SOUL REVEALER / costs', 1)"
Whole Soul Healer,"('Inner Soul X-Rayer', 3)","('Spiritual Conquest-ador', 2)","('Soul Surgeon', 2)","('RELATIONSHIPS / Build connections & community', 2)","('NEW LIFE / POSSIBILITIES', 2)","('Healing #2', 2)","('WAIT AND SWITCH / Progress', 1)","('VULNERABILITY / share with god', 1)","('VULNERABILITY / share emotions', 1)","('VULNERABILITY / reach out for help', 1)"
Worry POW’r,"('Tender Feelings TBH’r', 1)","('Placid Reflux', 1)","('Panic Patroller', 1)","('Nerve Ninja', 1)","('I-examiner - reactions & behavior', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
Worry Washer,"('Stress Striker', 1)","('Soul Controller', 1)","('Reactions Auditor', 1)","('Manic Massager', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)","('Worry POW’r', 0)"
Worthiness Whisperer,"('Self Esteem Elixir', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / support from others', 1)","('VULNERABILITY / connections', 1)","('VULNERABILITY / admit', 1)","('Trigger Auditor', 1)","('Soul Synchronizer', 1)","('Shame X’r', 1)","('Serenity Soulmater', 1)","('Self awareness / confidence to admit', 1)"
Worthy Soul’r,"('Journey Jazzer', 3)","('Inner Winner', 3)","('Self Esteem Engineer', 2)","('RELATIONSHIPS / Build connections & community', 2)","('Lapse Lessenizer', 2)","('Inner Greatness Greeter', 2)","('I-Can-ographer', 2)","('Confidence Colonizer', 2)","('Abstainer Amazer', 2)","('Wrong Righter', 1)"
Wrong Righter,"('ADMIT / accountability', 3)","('The First Amender', 2)","('Responsibility 101’r', 2)","('Amender Befriender', 2)","('Worthy Soul’r', 1)","('VULNERABILITY / support from others', 1)","('Responsibility Rippler', 1)","('Relationship Redeemer', 1)","('Relationship Dedamager', 1)","('Power Shower', 1)"
frust,"('The Aggrava-shunner', 1)","('Quarrel Quasher', 1)","('Feelings Felicitizer', 1)","('Behavior Savior', 1)","('Anger Rinser', 1)","('frust', 0)","('Wrong Righter', 0)","('Worthy Soul’r', 0)","('Worthiness Whisperer', 0)","('Worry Washer', 0)"
